employee_id,team,manager_id,survey_date,tenure_months,q1_expectations,q2_tools,q3_best_work,q4_recognition,q5_care_about_me,q6_dev_support,q7_my_opinions_count,q8_mission_importance,q9_team_quality,q10_best_friend,q11_progress_feedback,q12_learning_growth,engagement_score_avg,nps_style_score
E1001,Sales,M8,2023-07-01,52,4.553722362930133,3.363428781643683,4.9819560176552695,3.0187042560454036,4.410799965660189,5.0,3.306624572408518,3.60359158927806,4.069755955561349,3.6475670421186606,2.914535598253707,4.0479940823642195,3.91,70
E1001,Sales,M8,2023-10-01,55,3.2563874003917266,4.331514701444627,3.3564030360363377,5.0,3.451722695364634,3.774556938656027,4.5694620521587686,3.1383949784962315,4.1592219542228905,4.9149999279977,2.874761735807141,4.129243700972613,3.91,20
E1001,Sales,M8,2024-01-01,58,4.181917955973897,4.547276010244117,3.1341345023853426,3.0756803708410065,4.3653590959318285,4.20788927126323,4.1753449952421136,4.242513746647883,3.5239826948950563,4.162577588012702,4.205150731309077,3.4999540073815427,3.94,-100
E1001,Sales,M8,2024-04-01,61,5.0,4.331683044638251,3.166087551958146,4.459587526043681,3.317722830840875,4.550959222619716,4.811016905305182,3.425522377153803,4.6743632904710255,4.288946648855549,4.575442111996143,5.0,4.3,-50
E1001,Sales,M8,2024-07-01,64,3.828228318797991,3.4723846849497573,3.3773398992621337,3.4289328005241932,3.946028803410127,4.238806382371651,4.193683559531014,4.579028274325217,4.009101324314535,5.0,3.8147402167334308,5.0,4.07,50
E1001,Sales,M8,2024-10-01,67,4.437967143435504,3.3999897105086023,3.2503752513572213,4.33773069067023,3.8435760502719045,4.499800345864465,4.331266337201481,3.949019761140189,3.4072443973521165,2.9396069427198945,3.687439533553085,4.5994791560264305,3.89,20
E1002,Product,M5,2023-01-01,11,4.149865620891143,3.1279828549016084,4.121226648095828,4.269722165810186,3.381299794659207,4.10760757416187,4.0407461029122,3.199920791518564,4.250451152243798,4.392549168457764,4.758135870222694,4.737661436424432,4.04,-100
E1002,Product,M5,2023-04-01,14,3.035631442430036,3.343522472059414,4.360524687046062,4.359650165638546,4.360533380414234,5.0,4.399623357485217,4.7948959481264195,4.667801234445242,4.455973875914059,3.7793115287517582,4.531278454345287,4.26,-100
E1002,Product,M5,2023-07-01,17,3.4590223498237,3.834226975281994,3.6602455165196277,4.057311897570425,5.0,2.6929143651857768,4.480382133262159,2.871098890167244,3.6696476939473968,4.762265417877156,4.044996013366824,3.245578655449486,3.81,30
E1002,Product,M5,2023-10-01,20,3.4992874035180224,4.475718424254273,3.4887433577980045,4.1515210127073825,4.03190028793267,3.543879756675928,5.0,4.443743315622608,2.5824001893396753,4.1305180203386,3.5367494746621286,4.596703334357357,3.96,0
E1002,Product,M5,2024-01-01,23,3.4452354830971097,3.9196844909731707,4.35349109528632,4.606028635919085,3.159792515060957,3.765849134911336,3.667538282187331,3.542669537198402,5.0,4.2834871976726685,3.1173812319654686,4.642503362938343,3.96,20
E1002,Product,M5,2024-04-01,26,5.0,4.722725682385803,2.9364410238321907,3.661036148993624,4.886837804430636,3.5046313740668533,4.31067359970236,4.542243837400536,3.351148669895342,3.95833225075674,1.7311128619516492,3.282928651065997,3.82,0
E1002,Product,M5,2024-07-01,29,3.823202294024788,3.1265517726246053,5.0,2.998901035427557,3.6919688593121114,4.091518404100264,5.0,2.9948964941743927,4.8142146265084715,4.007163142713711,3.3129439442664346,4.32347243198429,3.93,70
E1002,Product,M5,2024-10-01,32,4.139341786901429,3.5798481859888436,4.048861459493013,3.730280482196768,4.079462141675874,4.4634914721647325,5.0,3.1335291508212055,5.0,2.633538540334249,3.8937504334750916,4.411822044539203,4.01,90
E1003,HR,M4,2023-01-01,31,4.196694307414523,3.5641103361255846,3.8543144247499073,3.654899345738817,3.587444670139052,4.5947214679147175,4.2499108401755334,3.514963283317542,4.629719912803275,4.215109664613626,4.569003483187272,4.440740189346529,4.09,50
E1003,HR,M4,2023-04-01,34,3.4197034923545493,3.6078732718621214,4.523105523586283,4.427259185803425,3.9853688842250965,4.082129168316148,4.8943654270518975,3.585900027814919,4.382968166819026,3.858465143296274,3.8476231577409457,4.769143796391033,4.12,90
E1003,HR,M4,2023-07-01,37,4.577791444291621,4.569456745200447,4.91383516500803,4.014702689142931,4.477367079906474,3.782813270384581,4.226916446741909,3.9088998619426207,4.0678971754949025,4.41660991780584,3.427245521736569,5.0,4.28,-100
E1003,HR,M4,2023-10-01,40,3.2957878329502086,3.1500679710485873,4.810677611450047,4.554163885774055,4.436883871936509,4.439841856484996,3.9914272590071596,3.371921939959918,4.0530631907356085,3.5259868019415217,4.682583813392426,3.897059832948503,4.02,-50
E1003,HR,M4,2024-01-01,43,3.422151962245242,3.7750299108429046,4.289052017992937,3.6053928130372177,3.424445723103498,4.170581048044339,4.171476599776106,3.6451397772402094,3.670273186067174,4.162434956150346,2.986340960951873,3.0147753579364114,3.69,-50
E1003,HR,M4,2024-04-01,46,3.4970890451232948,3.850586993801707,4.217635295918603,5.0,4.600361736241414,3.888043029025601,3.986688654468118,3.2982294447535336,3.987040804805327,3.7979389527559033,4.225902992236662,3.420938339513374,3.98,0
E1003,HR,M4,2024-07-01,49,4.3635425599688205,5.0,3.9238678960802,4.281198205469259,4.483100794197779,3.719145669679915,4.156864737267291,4.008814680547256,4.068373268984182,3.4588931513011736,4.01715712198126,4.348598803871814,4.15,90
E1003,HR,M4,2024-10-01,52,5.0,4.671489578259645,5.0,3.4628567059783655,4.610624445704475,4.128339404016846,5.0,3.434191200251394,3.412194710473457,3.5804251481891844,2.5132729929831354,3.631971484823467,4.04,-100
E1004,HR,M24,2023-01-01,43,3.4686071369124116,4.105275650533345,4.239229183044012,5.0,4.665296686730235,3.596167441036318,3.3711097300561494,4.344343420054554,3.0758367550855503,5.0,4.825608084504901,3.6715770435267068,4.11,30
E1004,HR,M24,2023-04-01,46,2.800805829636386,4.947710661915789,3.9198221083231677,4.8664714183814235,2.883900638843943,3.580437483932359,4.003670589802728,4.0328864156353195,3.6849541699645294,4.435994952643249,3.252665699432184,3.9003343604850946,3.86,100
E1004,HR,M24,2023-07-01,49,4.084206942198329,4.360107183841125,4.4981304146622225,3.2127505357134916,2.9261200804850644,4.8943737753289565,4.2326198083857145,3.4760594244104124,5.0,4.080972244005001,4.825508028844679,4.047262936987076,4.14,90
E1004,HR,M24,2023-10-01,52,5.0,5.0,3.8257250960646485,4.680099665668049,4.451763164709603,4.958042090272644,3.324553577593927,4.480236021998907,4.740897140794711,2.76888235950382,3.1717190411339575,2.5725374755679296,4.08,0
E1004,HR,M24,2024-01-01,55,3.8114152158888097,4.5022795790571735,5.0,4.051866346293843,5.0,3.033928979249576,2.807632292451392,3.961116610772367,4.268845814257515,3.977113676334135,2.5527905299720866,3.937615972341048,3.91,50
E1004,HR,M24,2024-04-01,58,3.0868713496466027,4.468770784181027,4.256618772267794,3.3420841495708515,3.6402931578643147,3.2585505346777337,3.9561246319087795,4.6685996243508665,3.3099917675651196,4.352832560862491,3.6288196671392914,3.444989017416359,3.78,0
E1004,HR,M24,2024-07-01,61,3.9250787480318095,3.275330374306438,3.6124454862569726,3.1614854751878063,5.0,4.02468448638021,3.51019214440519,4.149785937513955,3.9213703652164194,3.845321280326744,4.429916690030398,4.530255397033113,3.95,-100
E1004,HR,M24,2024-10-01,64,3.628649196672631,3.596927231548724,3.8074638119938493,2.3886551846850907,2.9393662564610135,4.956811987211167,5.0,3.8256747723105353,4.403589874139037,4.2178751081804755,5.0,4.7837024380042035,4.05,20
E1005,Marketing,M3,2023-01-01,13,3.9104576859634634,3.331121691579702,2.875487575819699,4.1424245451070565,3.4705544783009876,3.004422403281628,3.5473989810302315,3.2429163974699238,5.0,4.617147829864615,3.9944191510783678,5.0,3.84,30
E1005,Marketing,M3,2023-04-01,16,4.054157815353332,3.3971010590702155,5.0,4.377237030579261,3.2739276919714806,3.866762925341474,3.38706722263067,3.032040188324965,4.648324283272149,5.0,3.021002698326601,4.3940784656834,3.95,-100
E1005,Marketing,M3,2023-07-01,19,3.544550201614721,3.659012231364713,3.5853242530327916,3.395206461224129,4.033965139561379,3.4183349185122736,4.1893197780458875,3.964833323385604,3.832736367193513,3.3647054365708815,3.596260068602167,4.528773858078029,3.76,30
E1005,Marketing,M3,2023-10-01,22,4.350642031337067,3.3157113286410143,4.069532613800458,4.525970986360252,2.8314163032150397,4.380352134665954,3.5361633687379075,4.399419068015211,3.4657185904202383,2.7365825295348367,2.860720293481786,4.033659462662968,3.71,10
E1005,Marketing,M3,2024-01-01,25,4.1818057512050375,3.366978362426914,4.4470147211441615,2.836935956411728,3.9537441409468785,3.1522886601662803,3.543714724538489,4.03317906992149,3.3977106443012333,3.730811119039122,4.704404966450109,3.596175691333796,3.75,10
E1005,Marketing,M3,2024-04-01,28,4.584984478445599,3.2092052017396675,4.370862924540698,5.0,2.2698488499108977,3.4421733211706664,4.403950489026378,3.857868229769905,4.2598021113599165,3.5772103692989257,4.0606128512310296,3.8910259352255445,3.91,-50
E1005,Marketing,M3,2024-07-01,31,4.817447443161865,4.178094590310849,4.236321863452641,3.711686123714273,3.6586756431492544,3.697209268526265,4.276116499664807,3.705310863425816,4.202842399827489,5.0,4.609787292402185,3.771783527482511,4.16,30
E1005,Marketing,M3,2024-10-01,34,4.840849745514761,3.714347238884914,2.5733128253755027,3.294339582357817,2.690445655281901,3.753940561171084,4.012892865432686,5.0,4.228849161634914,3.846629629833795,4.580583906828442,2.4522052836944805,3.75,90
E1006,Marketing,M14,2023-01-01,19,4.164930190675996,4.539605635720877,2.964989627954111,4.80062783024485,4.23694748524609,3.709298460269439,4.4429473062744,5.0,4.127306378540947,4.173754410410235,3.678447370321829,3.405108941374646,4.1,50
E1006,Marketing,M14,2023-04-01,22,4.581235071580972,3.400741321863793,4.050096366053575,3.665639787264418,4.335285878022474,4.233563473700864,4.726277960980529,3.6429885208016772,3.81108754529464,3.314865398952385,3.6889947179467217,4.264110345131397,3.98,100
E1006,Marketing,M14,2023-07-01,25,4.529892031651746,3.3544842730756623,4.608724144073962,4.948946501163466,4.289404432256591,5.0,3.458347560627499,3.128741707682008,2.7548958257670053,5.0,4.45805595944784,3.9610907303626814,4.12,0
E1006,Marketing,M14,2023-10-01,28,4.195978038423874,3.2121576668911365,5.0,4.0904548273826595,4.076576356223425,4.508036636729084,4.336706462215699,4.156718816995392,3.4466678811882816,4.330027849995197,5.0,4.941794032308485,4.27,10
E1006,Marketing,M14,2024-01-01,31,5.0,3.6421490264981706,3.3072766258189934,3.9119491559302464,4.039007438602086,4.765934062929664,2.8152747591996263,5.0,3.8893944709947075,3.701183251036806,3.291526937317883,2.8416003296939616,3.85,0
E1006,Marketing,M14,2024-04-01,34,4.5762194087733405,4.051322577031883,3.0970273701812623,3.093444859555469,3.7649507104969104,5.0,3.8182860540454766,2.9477999328173254,3.827979855139839,3.8090935011766307,2.1121793499409,3.9619935934375317,3.67,0
E1006,Marketing,M14,2024-07-01,37,3.8383458288539254,4.487344455369393,5.0,4.78859552068343,3.811777916611619,3.225431863880831,5.0,4.041452903810142,4.009750504339062,3.9831124390229977,4.1386593325374985,3.89894771165324,4.19,50
E1006,Marketing,M14,2024-10-01,40,3.5984365951838346,3.6171987411317255,3.9770727108488013,3.6196026602063647,3.501007952125985,4.074501159384328,3.8215159478054015,5.0,2.144321134124892,4.764054796345723,4.872259634748341,2.5486268373142957,3.79,-100
E1007,Engineering,M1,2023-01-01,6,3.7601186841437557,3.739991393802946,3.0147418136975253,3.455528318686387,3.22259690817392,5.0,4.654974875203223,4.890088566495911,4.505170444830265,3.2096637601479396,3.6328358136041583,4.342562192859543,3.95,0
E1007,Engineering,M1,2023-04-01,9,3.1445105337756383,4.4990989011206715,3.8317722212893055,3.737625434715282,4.497671977742444,4.310984318040227,3.747323683926644,4.8115308623549735,3.243255670680072,4.4311549248609845,4.415170880577868,3.7833174924802067,4.04,30
E1007,Engineering,M1,2023-07-01,12,4.228293115569483,3.124220496530288,4.646818913444831,3.8705685044899076,3.6340938856366725,4.734306458085823,3.5069594166200684,3.0140770925455085,2.910359578533267,4.424206965941948,3.103699453252602,5.0,3.85,50
E1007,Engineering,M1,2023-10-01,15,2.542649414481395,5.0,4.147712227041833,3.9323008216907254,3.618556639233735,4.279395280046449,3.9736557083026063,4.772311317411565,4.079959354063428,4.105211233023314,3.745471451450301,3.9601380633952528,4.01,10
E1007,Engineering,M1,2024-01-01,18,4.215461238224441,2.8028821251403624,3.056270204526001,4.520284865815901,4.11960580668956,3.8712116645531247,4.012903753145776,4.24330719375317,3.622168223783447,3.455186692218381,4.137091678568377,3.3151390556694778,3.78,20
E1007,Engineering,M1,2024-04-01,21,4.28577692900013,2.808191477033512,4.72040894612795,4.33081823768913,4.179220814019713,4.687883688761859,5.0,4.710059045512692,2.7113880380678483,3.104296123285009,3.5626269956130248,4.018263735147584,4.01,0
E1007,Engineering,M1,2024-07-01,24,4.362361314328386,3.4919793307925744,4.130736735133955,3.471231947352674,3.571937537905636,3.0153372322062446,3.3537367277223673,3.0538207760685667,3.3168887229158672,4.737549257625488,3.3354207778176397,5.0,3.74,-50
E1007,Engineering,M1,2024-10-01,27,4.345322530616622,4.129385286586412,3.3991495538731504,4.490216915586294,3.5970535216335584,4.085406870251753,5.0,3.932758070192745,4.804491328399973,3.507776502411879,3.975508056652127,5.0,4.19,50
E1008,Engineering,M7,2023-01-01,12,3.561123059548563,5.0,4.495426354818833,3.6062732568740126,4.442685417338865,4.680788114738711,4.435266973552038,2.9008426960766807,3.491003976922592,3.8267369551139465,3.9478965996299675,4.4344704682854745,4.07,-100
E1008,Engineering,M7,2023-04-01,15,4.124390700653278,3.065258948902929,4.266138495704174,4.427410021698676,4.391853313551728,4.756546507888235,4.583745508184233,4.321426055459906,3.950884001978947,2.837327346538806,4.30073275339281,4.145381381014178,4.1,70
E1008,Engineering,M7,2023-07-01,18,4.190105186036761,3.1062759969257834,3.2432604217142162,4.737206997333033,3.9723113923003415,4.477050488160837,4.019822863291322,4.020829297647022,4.656798664183198,3.6387686902478382,4.067284543858689,3.6764072979064704,3.98,10
E1008,Engineering,M7,2023-10-01,21,3.695852640797379,3.7835795135719525,4.155493640143599,3.664875964835566,4.8790292879014645,3.373774888446347,3.8691898490870487,3.6921882592080775,5.0,4.137588343558102,4.722291177628044,2.96010773887412,3.99,10
E1008,Engineering,M7,2024-01-01,24,4.186935186108482,4.622741556936406,4.057598792492797,4.745836262545746,3.6378980849297395,4.9865432081299055,5.0,3.7460130076922384,3.68814823501946,5.0,5.0,3.6339979809927123,4.36,70
E1008,Engineering,M7,2024-04-01,27,3.7058692280329,3.802750773797645,3.058884642276006,3.356943637461061,3.2971014632735525,3.4625417044271103,3.9757205788292533,4.163950312775564,5.0,3.3011521714828462,4.689025678933609,3.8502078090421437,3.81,30
E1008,Engineering,M7,2024-07-01,30,3.965375403243297,4.4723736445166224,3.214094584906391,4.267686822328836,4.116516545749139,4.344715884805704,4.2024180507354725,5.0,3.553582011024079,3.6283021314987276,3.563801631502665,3.6111660165878217,4.0,20
E1008,Engineering,M7,2024-10-01,33,3.553829010885438,4.8323115717752865,4.994352973592898,3.6004775943753664,3.41735109882704,4.329990889470483,3.61344386900332,4.443052272428858,4.14204611459591,2.938979119501938,5.0,5.0,4.16,10
E1009,Product,M17,2023-01-01,16,3.5710479166609295,3.7286089080448113,4.200105773507434,4.234119752990917,4.460980990870981,5.0,3.8761369407541655,3.4411919288230823,3.0344765403898313,3.4883489720406566,3.976811118988342,5.0,4.0,10
E1009,Product,M17,2023-04-01,19,3.63767209067468,4.156651566147229,3.9885039727490734,4.831875291413659,5.0,3.6283918589557755,3.6573923902372445,4.73091261394835,4.4773240427384176,5.0,4.408749729728175,3.748495536449058,4.27,-100
E1009,Product,M17,2023-07-01,22,4.413458381484617,4.776092506408036,4.574337526838155,4.355091821775108,4.7466722827124075,4.818506913311971,4.967511293726269,4.4540969213127495,3.883017343778202,4.102699580503326,4.84455627655585,3.4281450303089347,4.45,10
E1009,Product,M17,2023-10-01,25,4.258071316211031,3.7246628313708476,4.020121376054372,4.894916303825109,4.133769347613932,4.0325055837093045,3.0481007013140564,4.522377496219055,4.451838926798753,5.0,3.7845552355328995,4.153405229364758,4.17,50
E1009,Product,M17,2024-01-01,28,4.174568578597529,5.0,3.9332931273291334,4.195315068039237,4.425527556801577,4.1306263862094506,3.68749646981463,4.135862995028815,4.75154222490184,3.281439290412258,4.093078771902813,3.5099154295425787,4.11,30
E1009,Product,M17,2024-04-01,31,4.836532640247389,2.9337691666513575,3.608754706909888,4.264048312545165,5.0,3.9539748172489086,3.6113603313147613,5.0,2.9863902697086293,2.4608358303659426,4.308010115037333,3.648562042953172,3.88,20
E1009,Product,M17,2024-07-01,34,3.285137028008501,4.4958495131095475,4.1706604996398395,3.6051449584842903,3.103786920930374,4.610720129796102,4.455140824571062,3.9305768953544318,5.0,3.250940663571693,2.932132380352683,3.515664351083129,3.86,-50
E1009,Product,M17,2024-10-01,37,3.9680897885511515,4.170337614525884,3.831134759500569,4.246438777560008,3.1239224030666892,5.0,3.942494175125202,4.78210708211169,4.239907742464393,4.319727253407649,4.398837096162543,4.31339599201212,4.19,20
E1010,Marketing,M1,2023-01-01,28,4.4499059319072805,4.930406771092702,4.137564818791029,4.496302630311958,3.9371850139989415,5.0,3.526525388558511,5.0,3.9718894345489595,2.9984574285173666,4.089673090437553,3.5232638397675835,4.17,30
E1010,Marketing,M1,2023-04-01,31,4.588450484292107,3.5431632144883265,3.687671596749654,2.677321488338128,3.6833855765256462,2.3032844713597305,2.8912680235599937,4.532290259301008,4.550060111055583,4.297820293249475,3.323116699809551,3.966602050700614,3.67,90
E1010,Marketing,M1,2023-07-01,34,3.997478222636602,3.1891447175652203,5.0,4.61415360340297,3.8453250783192354,4.018820087296172,4.145867965563287,2.5707855921029967,3.8269758322355822,3.522611026401541,3.298865993073559,3.8032297949798317,3.82,50
E1010,Marketing,M1,2023-10-01,37,5.0,4.448590002886907,3.6001747071520422,4.400807946949311,4.979548805610201,4.647243578038938,4.041741258944122,3.5471442556060984,4.488756319529513,4.275439769795224,4.626635254019413,4.444620261177379,4.38,90
E1010,Marketing,M1,2024-01-01,40,4.734686900723535,3.6253353519076024,4.922175845944028,4.138319723284679,5.0,3.5175685273373025,5.0,4.138537548423853,3.544007397469886,3.661279916161975,3.7757568842639757,4.296916162481342,4.2,30
E1010,Marketing,M1,2024-04-01,43,4.36598484162485,3.5984099972429946,3.982951785417312,5.0,5.0,4.305426568771822,4.0266024347177405,4.084021928702783,4.4294625809112915,3.2840452043611164,3.8198364238036584,2.831991148285687,4.06,-100
E1010,Marketing,M1,2024-07-01,46,4.279456185823696,4.453037157791918,3.6617694763904383,5.0,3.1419640358983614,2.974937583853126,4.15711627299198,4.732968811828508,5.0,3.678781015991742,4.755076583401907,3.9730440713495048,4.15,-50
E1010,Marketing,M1,2024-10-01,49,3.879160890041426,4.61856195624067,4.456626014889394,2.8965254901110256,5.0,4.966063947903216,3.5621061089433295,4.277062473406186,4.345821130397917,4.182471636076735,3.614786392308206,3.529863642443364,4.11,20
E1011,Marketing,M7,2023-01-01,47,3.9821121503059884,4.820910313481555,4.3805201082161025,3.740569967539726,4.540189097453841,2.0060201655589474,4.804135990260472,2.7822003548553305,3.7462913410178076,3.2162310737616995,3.093722966995366,4.812578751164963,3.83,0
E1011,Marketing,M7,2023-04-01,50,3.6726091590816763,4.242552717211501,3.9671555947845714,4.333928579056185,4.053775323742179,3.1019054430680013,4.6973867736129975,3.654370391787081,2.910392670938174,3.7003193873238613,5.0,4.5951552194794445,3.99,100
E1011,Marketing,M7,2023-07-01,53,3.7559435059144985,3.7555196069770997,3.7748554641478322,5.0,4.267354816562087,4.301029153033749,4.72119841782229,4.167152411318559,3.818670497925508,3.8625551056405154,3.949879118410155,3.9739444344431107,4.11,20
E1011,Marketing,M7,2023-10-01,56,4.509340680545886,4.036362120065109,4.512848054050905,3.9434983939239925,4.0550446332212635,2.601259520827525,4.6414293722917375,4.242541933128595,4.698607076901757,1.9726212352644175,5.0,3.9022872602913785,4.01,-100
E1011,Marketing,M7,2024-01-01,59,4.775727971716261,3.2720658510121283,4.428941733543799,3.2626091057784405,3.5633617275129366,5.0,3.8665223194656573,4.152203011225806,4.609047411482128,4.346977321580823,4.105293233600504,4.255472701726358,4.14,-50
E1011,Marketing,M7,2024-04-01,62,5.0,3.9596668420764902,4.1407693327004775,4.735458077205329,4.773868153070588,4.830921213892266,4.447111155420429,3.1998965610886616,5.0,3.1975582248869183,4.211844825667323,3.4720069049864497,4.25,100
E1011,Marketing,M7,2024-07-01,65,3.9551031573849054,4.230133687212437,4.224950050815191,4.2953445279647,5.0,4.317474011059786,3.829090355296546,4.67486101780185,4.832629342247248,3.140674529404105,4.418180048894901,4.4908209196176285,4.28,50
E1011,Marketing,M7,2024-10-01,68,3.7917055476480055,4.962994769318134,3.8949610890772313,4.08790351743008,3.8788497230012915,4.0109053333070275,3.232607439173359,2.991964382183994,5.0,3.4071270561771705,3.306025355380585,2.4926269204773996,3.75,30
E1012,HR,M21,2023-01-01,21,3.5527267766173485,3.0738371446147514,5.0,4.706871962539844,3.5182947583755935,5.0,4.687235840894116,3.7726180315439644,2.250415999588499,5.0,3.027299273265483,2.848220877130176,3.87,30
E1012,HR,M21,2023-04-01,24,4.715799302406748,5.0,4.9689909729573625,4.394736384036651,4.4163280391657,4.597390891146215,4.531250012850736,4.1968339967785635,4.072940772766313,3.9561848104703343,3.4722247877933268,3.803527446193258,4.34,50
E1012,HR,M21,2023-07-01,27,2.81493023006323,3.931162261243675,3.307986224994358,3.2274874779489604,4.125925905807435,4.97440160044122,4.642821624201619,2.900649577463776,3.3072603044007636,4.658539831591751,3.3122588245231834,3.842756795002083,3.75,100
E1012,HR,M21,2023-10-01,30,4.385036469317186,3.3221588815954552,4.0737628543021716,3.066182153557257,3.5790426492341503,4.223847353899776,2.8849043865278317,4.3083323165722796,3.9862535407513233,4.386742968092004,4.156739893845263,4.954898300981691,3.94,90
E1012,HR,M21,2024-01-01,33,4.087657151853535,3.699416121212323,4.085608252122599,4.380308620325471,4.034202049227993,4.028414183842718,3.5086058185352713,3.5359693577143365,3.0181763097402143,5.0,3.1292957352261004,3.514966361542865,3.84,-50
E1012,HR,M21,2024-04-01,36,3.497114914101562,4.626447063861109,3.7935352251955807,4.873419450871614,3.528556563029292,4.195295913556661,3.4152570627181698,5.0,3.168681106679341,4.216874497158919,4.443643816652469,4.289659368216049,4.09,50
E1012,HR,M21,2024-07-01,39,3.870298638785604,3.909125510186602,4.030668030385376,3.897098598860058,4.674715381756437,5.0,3.6097557504945166,3.0411379142946457,3.938202566154122,5.0,3.4374278024211886,5.0,4.12,100
E1012,HR,M21,2024-10-01,42,5.0,3.612488230804404,4.398288155429693,5.0,3.734610581308759,3.8574937479283467,3.5928233602359496,3.2896702885149933,3.545505718453795,3.1432418132664206,4.023858427781458,3.461018738258951,3.89,10
E1013,HR,M18,2023-01-01,59,4.163650138253523,2.9108730476574607,4.23161616255012,4.583470273126247,2.6043850501999812,4.2618395988933,4.859368294731304,3.153251286916156,5.0,4.2933133065562314,3.506491700969114,3.960961645639606,3.96,20
E1013,HR,M18,2023-04-01,62,4.390828838765206,4.053203773988688,4.377129194712459,3.3555284848444438,4.118552576825254,3.010399852166514,3.92214175705591,3.367264650974647,3.4851290401871635,4.865265222647306,4.763917084415988,4.426396684635024,4.01,-100
E1013,HR,M18,2023-07-01,65,3.2353810647291947,3.7785140852136387,4.8491683899854285,4.099201839547933,5.0,4.2753224875760605,4.134434381543022,3.783618475058249,4.093478633347598,3.8932711145336194,4.495676073682013,4.6696916217562086,4.19,50
E1013,HR,M18,2023-10-01,68,3.4498073776444356,3.0681369325095553,2.7146562388276925,4.355593928838781,3.2276433756782885,2.4929765849332624,4.272005023171674,5.0,3.9957503619220747,4.586943542116149,4.057280550983296,3.9307772427662,3.76,-100
E1013,HR,M18,2024-01-01,71,4.6433535380914375,3.796807819067944,4.187174619850332,4.22518846433721,3.532336682449866,4.694429644675566,3.877528170313214,3.4709783883550087,4.375556890499283,3.371072412746274,4.01972681015839,3.9936167023490574,4.02,90
E1013,HR,M18,2024-04-01,74,4.760126896082104,4.332288763015967,3.9824811288783994,4.572436409440201,4.973145284312119,4.3904672144463035,4.007246833890367,3.0817146373548883,3.2544204358472393,3.7863427069517326,3.573341458488502,3.8691200879101877,4.05,90
E1013,HR,M18,2024-07-01,77,4.039654947427975,4.370784928049711,3.9506508553586364,4.340551150678341,4.045132090367084,2.6171734035522904,3.342465224326872,3.899138710994869,3.1532136800112247,4.419950110997343,5.0,4.853133296188122,4.0,10
E1013,HR,M18,2024-10-01,80,3.8505899903488543,5.0,4.104067220041478,3.7640398202173726,3.570618135521342,3.78827121945831,3.72827622702114,4.119291355662841,4.112401786734905,4.00213221410739,4.305856718822445,4.833452392350439,4.1,30
